filename,score,cluster_id,drugbank_id
DB13269_docking_min1.mol2,-5.4,235,DB13269
DB13154_docking_min1.mol2,-4.8,235,DB13154
DB08796_docking_min1.mol2,-6.7,236,DB08796
DB08880_docking_min1.mol2,-6.7,237,DB08880
DB09220_docking_min1.mol2,-6.7,238,DB09220
DB09245_docking_min1.mol2,-6.7,239,DB09245
DB09286_docking_min1.mol2,-6.7,240,DB09286
DB12300_docking_min1.mol2,-6.7,241,DB12300
DB13955_docking_min1.mol2,-6.7,242,DB13955
DB14002_docking_min1.mol2,-6.5,242,DB14002
DB00589_docking_min1.mol2,-6.6,243,DB00589
DB00353_docking_min1.mol2,-6.4,243,DB00353
DB00247_docking_min1.mol2,-6.3,243,DB00247
DB01253_docking_min1.mol2,-6.3,243,DB01253
DB00248_docking_min1.mol2,-6.1,243,DB00248
DB00814_docking_min1.mol2,-6.6,244,DB00814
DB00892_docking_min1.mol2,-6.6,245,DB00892
DB09288_docking_min1.mol2,-6.4,245,DB09288
DB00807_docking_min1.mol2,-6.1,245,DB00807
DB01161_docking_min1.mol2,-6.1,245,DB01161
DB09085_docking_min1.mol2,-6.1,245,DB09085
DB06702_docking_min1.mol2,-5.7,245,DB06702
DB00721_docking_min1.mol2,-5.3,245,DB00721
DB00977_docking_min1.mol2,-6.6,246,DB00977
DB00163_docking_min1.mol2,-5.1,246,DB00163
DB01062_docking_min1.mol2,-6.6,247,DB01062
DB00979_docking_min1.mol2,-6.1,247,DB00979
DB00219_docking_min1.mol2,-6.0,247,DB00219
DB01623_docking_min1.mol2,-6.6,248,DB01623
DB01622_docking_min1.mol2,-6.1,248,DB01622
DB08967_docking_min1.mol2,-5.2,248,DB08967
DB02546_docking_min1.mol2,-6.6,249,DB02546
DB13346_docking_min1.mol2,-6.5,249,DB13346
DB00551_docking_min1.mol2,-4.0,249,DB00551
DB05812_docking_min1.mol2,-6.6,250,DB05812
DB09227_docking_min1.mol2,-6.6,251,DB09227
DB09229_docking_min1.mol2,-6.3,251,DB09229
DB00401_docking_min1.mol2,-6.0,251,DB00401
DB06712_docking_min1.mol2,-5.8,251,DB06712
DB00393_docking_min1.mol2,-5.6,251,DB00393
DB00622_docking_min1.mol2,-5.6,251,DB00622
DB01054_docking_min1.mol2,-5.5,251,DB01054
DB01115_docking_min1.mol2,-5.4,251,DB01115
DB09232_docking_min1.mol2,-5.3,251,DB09232
DB09290_docking_min1.mol2,-6.6,252,DB09290
DB09324_docking_min1.mol2,-6.6,253,DB09324
DB01606_docking_min1.mol2,-5.9,253,DB01606
DB11967_docking_min1.mol2,-6.6,254,DB11967
DB00341_docking_min1.mol2,-6.5,255,DB00341
DB01171_docking_min1.mol2,-6.3,255,DB01171
DB06282_docking_min1.mol2,-6.3,255,DB06282
DB00557_docking_min1.mol2,-5.9,255,DB00557
DB00358_docking_min1.mol2,-6.5,256,DB00358
DB00434_docking_min1.mol2,-6.5,257,DB00434
DB06153_docking_min1.mol2,-6.4,257,DB06153
DB00920_docking_min1.mol2,-6.3,257,DB00920
DB01619_docking_min1.mol2,-6.3,257,DB01619
DB00768_docking_min1.mol2,-6.5,258,DB00768
DB00813_docking_min1.mol2,-6.5,259,DB00813
DB00967_docking_min1.mol2,-6.5,260,DB00967
DB00985_docking_min1.mol2,-6.5,261,DB00985
DB01050_docking_min1.mol2,-6.5,262,DB01050
DB09213_docking_min1.mol2,-6.5,262,DB09213
DB06819_docking_min1.mol2,-6.0,262,DB06819
DB09269_docking_min1.mol2,-5.7,262,DB09269
DB03793_docking_min1.mol2,-5.1,262,DB03793
DB01055_docking_min1.mol2,-6.5,263,DB01055
DB08826_docking_min1.mol2,-5.5,263,DB08826
DB01079_docking_min1.mol2,-6.5,264,DB01079
DB01168_docking_min1.mol2,-6.5,265,DB01168
DB00951_docking_min1.mol2,-5.9,265,DB00951
DB01188_docking_min1.mol2,-6.5,266,DB01188
DB04880_docking_min1.mol2,-6.5,267,DB04880
DB06255_docking_min1.mol2,-6.5,268,DB06255
DB06718_docking_min1.mol2,-6.5,269,DB06718
DB06737_docking_min1.mol2,-6.5,270,DB06737
DB08872_docking_min1.mol2,-6.5,271,DB08872
DB00395_docking_min1.mol2,-5.6,271,DB00395
DB00949_docking_min1.mol2,-5.5,271,DB00949
DB06797_docking_min1.mol2,-5.0,271,DB06797
DB00371_docking_min1.mol2,-4.6,271,DB00371
DB09350_docking_min1.mol2,-6.5,272,DB09350
DB11570_docking_min1.mol2,-6.5,273,DB11570
DB11638_docking_min1.mol2,-6.5,274,DB11638
DB13851_docking_min1.mol2,-6.5,275,DB13851
DB00252_docking_min1.mol2,-6.4,276,DB00252
DB05541_docking_min1.mol2,-6.3,276,DB05541
DB01202_docking_min1.mol2,-5.8,276,DB01202
DB00754_docking_min1.mol2,-5.3,276,DB00754
DB00315_docking_min1.mol2,-6.4,277,DB00315
DB00419_docking_min1.mol2,-6.4,278,DB00419
DB01296_docking_min1.mol2,-6.3,278,DB01296
DB00491_docking_min1.mol2,-6.1,278,DB00491
DB05018_docking_min1.mol2,-6.0,278,DB05018
DB00919_docking_min1.mol2,-5.4,278,DB00919
DB00500_docking_min1.mol2,-6.4,279,DB00500
DB00533_docking_min1.mol2,-6.4,280,DB00533
DB00600_docking_min1.mol2,-6.4,281,DB00600
DB00890_docking_min1.mol2,-6.3,281,DB00890
DB00818_docking_min1.mol2,-6.0,281,DB00818
DB02513_docking_min1.mol2,-5.9,281,DB02513
DB00255_docking_min1.mol2,-5.6,281,DB00255
DB13908_docking_min1.mol2,-5.6,281,DB13908
DB11254_docking_min1.mol2,-5.3,281,DB11254
DB11304_docking_min1.mol2,-5.2,281,DB11304
DB09516_docking_min1.mol2,-5.1,281,DB09516
DB11085_docking_min1.mol2,-5.0,281,DB11085
DB09526_docking_min1.mol2,-4.8,281,DB09526
DB03255_docking_min1.mol2,-4.4,281,DB03255
DB00715_docking_min1.mol2,-6.4,282,DB00715
DB00883_docking_min1.mol2,-6.4,283,DB00883
DB01020_docking_min1.mol2,-6.2,283,DB01020
DB01034_docking_min1.mol2,-6.4,284,DB01034
DB01042_docking_min1.mol2,-6.4,285,DB01042
DB00291_docking_min1.mol2,-5.7,285,DB00291
DB01108_docking_min1.mol2,-6.4,286,DB01108
DB01587_docking_min1.mol2,-6.4,287,DB01587
DB01616_docking_min1.mol2,-6.4,288,DB01616
DB11279_docking_min1.mol2,-6.1,288,DB11279
DB01429_docking_min1.mol2,-5.7,288,DB01429
DB04564_docking_min1.mol2,-6.4,289,DB04564
DB13178_docking_min1.mol2,-5.7,289,DB13178
DB04890_docking_min1.mol2,-6.4,290,DB04890
DB06148_docking_min1.mol2,-6.4,291,DB06148
DB01071_docking_min1.mol2,-6.3,291,DB01071
DB09167_docking_min1.mol2,-6.2,291,DB09167
DB00340_docking_min1.mol2,-6.1,291,DB00340
DB00679_docking_min1.mol2,-6.1,291,DB00679
DB00458_docking_min1.mol2,-6.0,291,DB00458
DB00831_docking_min1.mol2,-6.0,291,DB00831
DB00933_docking_min1.mol2,-6.0,291,DB00933
DB08996_docking_min1.mol2,-5.9,291,DB08996
DB00726_docking_min1.mol2,-5.8,291,DB00726
DB01242_docking_min1.mol2,-5.8,291,DB01242
DB00508_docking_min1.mol2,-5.7,291,DB00508
DB00777_docking_min1.mol2,-5.7,291,DB00777
DB00902_docking_min1.mol2,-5.7,291,DB00902
DB01615_docking_min1.mol2,-5.6,291,DB01615
DB08802_docking_min1.mol2,-5.6,291,DB08802
DB00433_docking_min1.mol2,-5.5,291,DB00433
DB09000_docking_min1.mol2,-5.5,291,DB09000
DB12710_docking_min1.mol2,-5.4,291,DB12710
DB00392_docking_min1.mol2,-5.3,291,DB00392
DB01069_docking_min1.mol2,-5.3,291,DB01069
DB01403_docking_min1.mol2,-5.3,291,DB01403
DB01246_docking_min1.mol2,-5.2,291,DB01246
DB00420_docking_min1.mol2,-5.1,291,DB00420
DB00477_docking_min1.mol2,-5.1,291,DB00477
DB08792_docking_min1.mol2,-6.4,292,DB08792
DB00316_docking_min1.mol2,-5.7,292,DB00316
DB08964_docking_min1.mol2,-6.4,293,DB08964
DB06826_docking_min1.mol2,-6.3,293,DB06826
DB00929_docking_min1.mol2,-6.1,293,DB00929
DB09006_docking_min1.mol2,-6.4,294,DB09006
DB04838_docking_min1.mol2,-6.2,294,DB04838
DB09084_docking_min1.mol2,-6.4,295,DB09084
DB09088_docking_min1.mol2,-6.4,296,DB09088
DB11609_docking_min1.mol2,-5.7,296,DB11609
DB00333_docking_min1.mol2,-5.5,296,DB00333
DB01227_docking_min1.mol2,-5.4,296,DB01227
DB00647_docking_min1.mol2,-5.1,296,DB00647
DB01433_docking_min1.mol2,-4.9,296,DB01433
DB09282_docking_min1.mol2,-6.4,297,DB09282
DB11921_docking_min1.mol2,-6.4,298,DB11921
DB12532_docking_min1.mol2,-6.4,299,DB12532
DB13858_docking_min1.mol2,-6.4,300,DB13858
DB00235_docking_min1.mol2,-6.3,301,DB00235
DB00379_docking_min1.mol2,-6.3,302,DB00379
DB00289_docking_min1.mol2,-5.7,302,DB00289
DB00446_docking_min1.mol2,-6.3,303,DB00446
DB00514_docking_min1.mol2,-6.3,304,DB00514
DB00802_docking_min1.mol2,-6.3,305,DB00802
DB00856_docking_min1.mol2,-6.3,306,DB00856
DB00904_docking_min1.mol2,-6.3,307,DB00904
DB00924_docking_min1.mol2,-6.3,308,DB00924
DB00321_docking_min1.mol2,-6.0,308,DB00321
DB01142_docking_min1.mol2,-6.0,308,DB01142
DB01239_docking_min1.mol2,-5.7,308,DB01239
DB09016_docking_min1.mol2,-5.7,308,DB09016
DB01043_docking_min1.mol2,-6.3,309,DB01043
DB00478_docking_min1.mol2,-6.1,309,DB00478
DB00915_docking_min1.mol2,-5.4,309,DB00915
DB01209_docking_min1.mol2,-6.3,310,DB01209
DB01255_docking_min1.mol2,-6.3,311,DB01255
DB01340_docking_min1.mol2,-6.3,312,DB01340
DB03209_docking_min1.mol2,-6.3,313,DB03209
DB04864_docking_min1.mol2,-6.3,314,DB04864
DB05266_docking_min1.mol2,-6.3,315,DB05266
DB06697_docking_min1.mol2,-6.3,316,DB06697
DB08976_docking_min1.mol2,-6.3,317,DB08976
DB09071_docking_min1.mol2,-6.3,318,DB09071
DB09197_docking_min1.mol2,-6.3,319,DB09197
DB11207_docking_min1.mol2,-6.3,320,DB11207
DB09496_docking_min1.mol2,-6.2,320,DB09496
DB11226_docking_min1.mol2,-5.5,320,DB11226
DB11327_docking_min1.mol2,-6.3,321,DB11327
DB06815_docking_min1.mol2,-4.5,321,DB06815
DB12938_docking_min1.mol2,-6.3,322,DB12938
DB00192_docking_min1.mol2,-6.2,323,DB00192
DB00998_docking_min1.mol2,-6.2,323,DB00998
DB00245_docking_min1.mol2,-6.2,324,DB00245
DB00907_docking_min1.mol2,-5.6,324,DB00907
DB00413_docking_min1.mol2,-6.2,325,DB00413
DB00425_docking_min1.mol2,-6.2,326,DB00425
DB00472_docking_min1.mol2,-6.2,327,DB00472
DB00540_docking_min1.mol2,-6.2,328,DB00540
DB00934_docking_min1.mol2,-6.2,328,DB00934
DB00344_docking_min1.mol2,-5.8,328,DB00344
DB01083_docking_min1.mol2,-6.2,329,DB01083
DB11272_docking_min1.mol2,-5.7,329,DB11272
DB01104_docking_min1.mol2,-6.2,330,DB01104
DB01191_docking_min1.mol2,-6.2,331,DB01191
DB01012_docking_min1.mol2,-5.7,331,DB01012
DB00574_docking_min1.mol2,-5.0,331,DB00574
DB01243_docking_min1.mol2,-6.2,332,DB01243
DB11145_docking_min1.mol2,-6.2,332,DB11145
DB09115_docking_min1.mol2,-5.1,332,DB09115
DB04815_docking_min1.mol2,-5.0,332,DB04815
DB01452_docking_min1.mol2,-6.2,333,DB01452
DB04846_docking_min1.mol2,-6.2,334,DB04846
DB01408_docking_min1.mol2,-6.0,334,DB01408
DB06209_docking_min1.mol2,-6.2,335,DB06209
DB09014_docking_min1.mol2,-6.2,336,DB09014
DB09061_docking_min1.mol2,-6.2,337,DB09061
DB09242_docking_min1.mol2,-6.2,338,DB09242
DB01099_docking_min1.mol2,-5.5,338,DB01099
DB12537_docking_min1.mol2,-6.2,339,DB12537
DB12792_docking_min1.mol2,-6.2,340,DB12792
DB13180_docking_min1.mol2,-6.2,341,DB13180
DB01638_docking_min1.mol2,-5.9,341,DB01638
DB04272_docking_min1.mol2,-5.9,341,DB04272
DB06801_docking_min1.mol2,-5.7,341,DB06801
DB11735_docking_min1.mol2,-5.5,341,DB11735
DB01914_docking_min1.mol2,-5.4,341,DB01914
DB09502_docking_min1.mol2,-5.4,341,DB09502
DB00742_docking_min1.mol2,-5.3,341,DB00742
DB09459_docking_min1.mol2,-5.2,341,DB09459
DB09419_docking_min1.mol2,-5.1,341,DB09419
DB00566_docking_min1.mol2,-5.0,341,DB00566
DB04398_docking_min1.mol2,-4.1,341,DB04398
DB09462_docking_min1.mol2,-4.1,341,DB09462
DB00121_docking_min1.mol2,-6.1,342,DB00121
DB00125_docking_min1.mol2,-6.1,343,DB00125
DB11815_docking_min1.mol2,-5.8,343,DB11815
DB00120_docking_min1.mol2,-5.6,343,DB00120
DB04339_docking_min1.mol2,-5.4,343,DB04339
DB00130_docking_min1.mol2,-5.2,343,DB00130
DB00142_docking_min1.mol2,-5.1,343,DB00142
DB00230_docking_min1.mol2,-5.1,343,DB00230
DB06243_docking_min1.mol2,-5.0,343,DB06243
DB00149_docking_min1.mol2,-4.9,343,DB00149
DB00167_docking_min1.mol2,-4.8,343,DB00167
DB00330_docking_min1.mol2,-4.8,343,DB00330
DB00513_docking_min1.mol2,-4.8,343,DB00513
DB00123_docking_min1.mol2,-4.7,343,DB00123
DB00156_docking_min1.mol2,-4.7,343,DB00156
DB00129_docking_min1.mol2,-4.6,343,DB00129
DB00161_docking_min1.mol2,-4.6,343,DB00161
DB01080_docking_min1.mol2,-4.6,343,DB01080
DB00134_docking_min1.mol2,-4.5,343,DB00134
DB02893_docking_min1.mol2,-4.5,343,DB02893
DB03929_docking_min1.mol2,-4.4,343,DB03929
DB13972_docking_min1.mol2,-4.4,343,DB13972
DB00133_docking_min1.mol2,-4.3,343,DB00133
DB00160_docking_min1.mol2,-4.2,343,DB00160
DB02530_docking_min1.mol2,-4.2,343,DB02530
DB11142_docking_min1.mol2,-4.2,343,DB11142
DB00151_docking_min1.mol2,-4.0,343,DB00151
DB00145_docking_min1.mol2,-3.7,343,DB00145
DB00184_docking_min1.mol2,-6.1,344,DB00184
DB11156_docking_min1.mol2,-4.6,344,DB11156
DB00352_docking_min1.mol2,-6.1,345,DB00352
DB01033_docking_min1.mol2,-5.4,345,DB01033
DB00380_docking_min1.mol2,-6.1,346,DB00380
DB00496_docking_min1.mol2,-6.1,347,DB00496
DB00708_docking_min1.mol2,-6.1,348,DB00708
DB00561_docking_min1.mol2,-5.5,348,DB00561
DB00899_docking_min1.mol2,-5.5,348,DB00899
DB00749_docking_min1.mol2,-6.1,349,DB00749
DB01196_docking_min1.mol2,-6.1,350,DB01196
DB01322_docking_min1.mol2,-6.1,351,DB01322
DB01394_docking_min1.mol2,-6.1,352,DB01394
DB01407_docking_min1.mol2,-6.1,353,DB01407
DB01427_docking_min1.mol2,-6.1,354,DB01427
DB04938_docking_min1.mol2,-6.1,355,DB04938
DB08810_docking_min1.mol2,-6.1,356,DB08810
DB09055_docking_min1.mol2,-6.1,357,DB09055
DB09262_docking_min1.mol2,-6.1,358,DB09262
DB11560_docking_min1.mol2,-6.1,359,DB11560
DB11584_docking_min1.mol2,-6.1,360,DB11584
DB12293_docking_min1.mol2,-6.1,361,DB12293
DB01579_docking_min1.mol2,-5.3,361,DB01579
DB12473_docking_min1.mol2,-6.1,362,DB12473
DB00280_docking_min1.mol2,-6.0,363,DB00280
DB04896_docking_min1.mol2,-6.0,363,DB04896
DB01625_docking_min1.mol2,-5.8,363,DB01625
DB08918_docking_min1.mol2,-5.2,363,DB08918
DB00292_docking_min1.mol2,-6.0,364,DB00292
DB00389_docking_min1.mol2,-5.4,364,DB00389
DB00302_docking_min1.mol2,-6.0,365,DB00302
DB00996_docking_min1.mol2,-5.8,365,DB00996
DB02362_docking_min1.mol2,-5.7,365,DB02362
DB00181_docking_min1.mol2,-4.9,365,DB00181
DB00470_docking_min1.mol2,-6.0,366,DB00470
DB00543_docking_min1.mol2,-6.0,367,DB00543
DB00617_docking_min1.mol2,-6.0,368,DB00617
DB00347_docking_min1.mol2,-5.6,368,DB00347
DB00695_docking_min1.mol2,-6.0,369,DB00695
DB00782_docking_min1.mol2,-6.0,370,DB00782
DB00940_docking_min1.mol2,-5.7,370,DB00940
DB00863_docking_min1.mol2,-6.0,371,DB00863
DB00585_docking_min1.mol2,-5.6,371,DB00585
DB00905_docking_min1.mol2,-6.0,372,DB00905
DB00980_docking_min1.mol2,-6.0,373,DB00980
DB00981_docking_min1.mol2,-6.0,374,DB00981
DB00989_docking_min1.mol2,-6.0,375,DB00989
DB00545_docking_min1.mol2,-4.6,375,DB00545
DB01031_docking_min1.mol2,-6.0,376,DB01031
DB01036_docking_min1.mol2,-6.0,377,DB01036
DB00285_docking_min1.mol2,-5.3,377,DB00285
DB06700_docking_min1.mol2,-5.0,377,DB06700
DB06204_docking_min1.mol2,-4.9,377,DB06204
DB11587_docking_min1.mol2,-4.7,377,DB11587
DB11278_docking_min1.mol2,-4.6,377,DB11278
DB01224_docking_min1.mol2,-6.0,378,DB01224
DB01320_docking_min1.mol2,-6.0,379,DB01320
DB01364_docking_min1.mol2,-6.0,380,DB01364
DB00852_docking_min1.mol2,-4.8,380,DB00852
DB01367_docking_min1.mol2,-6.0,381,DB01367
DB05676_docking_min1.mol2,-6.0,382,DB05676
DB13025_docking_min1.mol2,-5.9,382,DB13025
DB09376_docking_min1.mol2,-6.0,383,DB09376
DB12328_docking_min1.mol2,-6.0,384,DB12328
DB00147_docking_min1.mol2,-5.9,385,DB00147
DB00159_docking_min1.mol2,-5.9,386,DB00159
DB13854_docking_min1.mol2,-5.9,386,DB13854
DB03756_docking_min1.mol2,-5.6,386,DB03756
DB04224_docking_min1.mol2,-5.6,386,DB04224
DB03193_docking_min1.mol2,-5.5,386,DB03193
DB00132_docking_min1.mol2,-5.4,386,DB00132
DB03796_docking_min1.mol2,-5.3,386,DB03796
DB00154_docking_min1.mol2,-5.1,386,DB00154
DB03017_docking_min1.mol2,-5.0,386,DB03017
DB14104_docking_min1.mol2,-5.0,386,DB14104
DB00313_docking_min1.mol2,-4.9,386,DB00313
DB04519_docking_min1.mol2,-4.5,386,DB04519
DB01440_docking_min1.mol2,-4.0,386,DB01440
DB03766_docking_min1.mol2,-3.4,386,DB03766
DB03166_docking_min1.mol2,-3.2,386,DB03166
DB01942_docking_min1.mol2,-2.8,386,DB01942
DB00270_docking_min1.mol2,-5.9,387,DB00270
DB00273_docking_min1.mol2,-5.9,388,DB00273
DB00348_docking_min1.mol2,-5.9,389,DB00348
DB00356_docking_min1.mol2,-5.9,390,DB00356
DB00475_docking_min1.mol2,-5.9,391,DB00475
DB00501_docking_min1.mol2,-5.9,392,DB00501
DB00786_docking_min1.mol2,-5.9,393,DB00786
DB01783_docking_min1.mol2,-5.8,393,DB01783
DB09357_docking_min1.mol2,-5.6,393,DB09357
DB00876_docking_min1.mol2,-5.9,394,DB00876
DB01085_docking_min1.mol2,-5.9,395,DB01085
DB01559_docking_min1.mol2,-5.9,396,DB01559
DB00690_docking_min1.mol2,-5.3,396,DB00690
DB01589_docking_min1.mol2,-5.9,397,DB01589
DB04115_docking_min1.mol2,-5.9,398,DB04115
DB04173_docking_min1.mol2,-5.9,399,DB04173
DB09274_docking_min1.mol2,-5.9,400,DB09274
DB11642_docking_min1.mol2,-5.9,401,DB11642
DB12821_docking_min1.mol2,-5.9,402,DB12821
DB00556_docking_min1.mol2,-4.9,402,DB00556
DB13117_docking_min1.mol2,-4.0,402,DB13117
DB13116_docking_min1.mol2,-3.8,402,DB13116
DB01159_docking_min1.mol2,-3.7,402,DB01159
DB12911_docking_min1.mol2,-5.9,403,DB12911
DB00148_docking_min1.mol2,-5.8,404,DB00148
DB00173_docking_min1.mol2,-5.8,405,DB00173
DB00575_docking_min1.mol2,-5.8,406,DB00575
DB00964_docking_min1.mol2,-5.2,406,DB00964
DB00745_docking_min1.mol2,-5.8,407,DB00745
DB06413_docking_min1.mol2,-5.6,407,DB06413
DB00780_docking_min1.mol2,-5.8,408,DB00780
DB00851_docking_min1.mol2,-5.8,409,DB00851
DB01032_docking_min1.mol2,-5.8,410,DB01032
DB01187_docking_min1.mol2,-5.8,411,DB01187
DB01605_docking_min1.mol2,-5.8,412,DB01605
DB01614_docking_min1.mol2,-5.8,413,DB01614
DB06691_docking_min1.mol2,-5.8,414,DB06691
DB11235_docking_min1.mol2,-5.7,414,DB11235
DB08801_docking_min1.mol2,-5.8,415,DB08801
DB08811_docking_min1.mol2,-5.8,416,DB08811
DB08994_docking_min1.mol2,-5.8,417,DB08994
DB09018_docking_min1.mol2,-5.8,418,DB09018
DB00409_docking_min1.mol2,-5.2,418,DB00409
DB01233_docking_min1.mol2,-5.1,418,DB01233
DB09068_docking_min1.mol2,-5.8,419,DB09068
DB09210_docking_min1.mol2,-5.8,420,DB09210
DB09225_docking_min1.mol2,-5.8,421,DB09225
DB00202_docking_min1.mol2,-5.7,422,DB00202
DB03128_docking_min1.mol2,-4.6,422,DB03128
DB06709_docking_min1.mol2,-4.5,422,DB06709
DB08842_docking_min1.mol2,-4.2,422,DB08842
DB06756_docking_min1.mol2,-4.0,422,DB06756
DB00400_docking_min1.mol2,-5.7,423,DB00400
DB00531_docking_min1.mol2,-5.7,424,DB00531
DB01181_docking_min1.mol2,-5.6,424,DB01181
DB00733_docking_min1.mol2,-5.7,425,DB00733
DB01151_docking_min1.mol2,-5.7,426,DB01151
DB01178_docking_min1.mol2,-5.7,427,DB01178
DB01190_docking_min1.mol2,-5.7,428,DB01190
DB01627_docking_min1.mol2,-5.5,428,DB01627
DB01244_docking_min1.mol2,-5.7,429,DB01244
DB04920_docking_min1.mol2,-5.7,430,DB04920
DB09236_docking_min1.mol2,-5.7,430,DB09236
DB01023_docking_min1.mol2,-5.6,430,DB01023
DB09237_docking_min1.mol2,-5.4,430,DB09237
DB00381_docking_min1.mol2,-5.0,430,DB00381
DB06193_docking_min1.mol2,-5.7,431,DB06193
DB01087_docking_min1.mol2,-5.5,431,DB01087
DB08998_docking_min1.mol2,-5.7,432,DB08998
DB09021_docking_min1.mol2,-5.7,433,DB09021
DB11738_docking_min1.mol2,-5.7,434,DB11738
DB12667_docking_min1.mol2,-5.7,435,DB12667
DB00198_docking_min1.mol2,-5.6,436,DB00198
DB00548_docking_min1.mol2,-5.6,437,DB00548
DB06216_docking_min1.mol2,-5.2,437,DB06216
DB09555_docking_min1.mol2,-5.0,437,DB09555
DB00139_docking_min1.mol2,-4.6,437,DB00139
DB00550_docking_min1.mol2,-5.6,438,DB00550
DB00648_docking_min1.mol2,-5.6,439,DB00648
DB00825_docking_min1.mol2,-5.6,440,DB00825
DB00830_docking_min1.mol2,-5.6,441,DB00830
DB01160_docking_min1.mol2,-5.6,442,DB01160
DB00429_docking_min1.mol2,-4.4,442,DB00429
DB01205_docking_min1.mol2,-5.6,443,DB01205
DB01463_docking_min1.mol2,-5.6,444,DB01463
DB06694_docking_min1.mol2,-5.6,445,DB06694
DB00633_docking_min1.mol2,-5.5,445,DB00633
DB08933_docking_min1.mol2,-5.6,446,DB08933
DB09086_docking_min1.mol2,-5.6,447,DB09086
DB09089_docking_min1.mol2,-5.6,448,DB09089
DB00166_docking_min1.mol2,-5.5,449,DB00166
DB00176_docking_min1.mol2,-5.5,450,DB00176
DB00182_docking_min1.mol2,-5.5,451,DB00182
DB09571_docking_min1.mol2,-5.5,451,DB09571
DB01365_docking_min1.mol2,-5.4,451,DB01365
DB01576_docking_min1.mol2,-5.3,451,DB01576
DB01577_docking_min1.mol2,-5.0,451,DB01577
DB06714_docking_min1.mol2,-5.0,451,DB06714
DB00339_docking_min1.mol2,-5.5,452,DB00339
DB02701_docking_min1.mol2,-5.4,452,DB02701
DB00343_docking_min1.mol2,-5.5,453,DB00343
DB00426_docking_min1.mol2,-5.5,454,DB00426
DB00440_docking_min1.mol2,-5.5,455,DB00440
DB01011_docking_min1.mol2,-5.5,456,DB01011
DB01074_docking_min1.mol2,-5.5,457,DB01074
DB01077_docking_min1.mol2,-5.5,458,DB01077
DB00720_docking_min1.mol2,-5.0,458,DB00720
DB04160_docking_min1.mol2,-5.0,458,DB04160
DB00529_docking_min1.mol2,-4.8,458,DB00529
DB00710_docking_min1.mol2,-4.8,458,DB00710
DB09394_docking_min1.mol2,-3.9,458,DB09394
DB11348_docking_min1.mol2,-3.5,458,DB11348
DB01084_docking_min1.mol2,-5.5,459,DB01084
DB01105_docking_min1.mol2,-5.5,460,DB01105
DB01133_docking_min1.mol2,-5.5,461,DB01133
DB01718_docking_min1.mol2,-5.5,462,DB01718
DB01245_docking_min1.mol2,-5.0,462,DB01245
DB04221_docking_min1.mol2,-5.0,462,DB04221
DB13970_docking_min1.mol2,-5.0,462,DB13970
DB11583_docking_min1.mol2,-3.9,462,DB11583
DB06261_docking_min1.mol2,-5.5,463,DB06261
DB00855_docking_min1.mol2,-4.8,463,DB00855
DB00992_docking_min1.mol2,-4.6,463,DB00992
DB06751_docking_min1.mol2,-5.5,464,DB06751
DB09019_docking_min1.mol2,-5.5,465,DB09019
DB09185_docking_min1.mol2,-5.5,466,DB09185
DB00234_docking_min1.mol2,-5.2,466,DB00234
DB09069_docking_min1.mol2,-5.0,466,DB09069
DB09352_docking_min1.mol2,-5.5,467,DB09352
DB00397_docking_min1.mol2,-4.6,467,DB00397
DB13853_docking_min1.mol2,-5.5,468,DB13853
DB00138_docking_min1.mol2,-5.4,469,DB00138
DB00174_docking_min1.mol2,-5.1,469,DB00174
DB00128_docking_min1.mol2,-4.9,469,DB00128
DB00152_docking_min1.mol2,-5.4,470,DB00152
DB00476_docking_min1.mol2,-5.4,471,DB00476
DB00758_docking_min1.mol2,-5.4,472,DB00758
DB00208_docking_min1.mol2,-5.2,472,DB00208
DB00772_docking_min1.mol2,-5.4,473,DB00772
DB00809_docking_min1.mol2,-5.4,474,DB00809
DB00903_docking_min1.mol2,-5.4,475,DB00903
DB01236_docking_min1.mol2,-5.4,476,DB01236
DB01423_docking_min1.mol2,-5.4,477,DB01423
DB03088_docking_min1.mol2,-5.4,477,DB03088
DB08847_docking_min1.mol2,-5.2,477,DB08847
DB00172_docking_min1.mol2,-4.7,477,DB00172
DB03852_docking_min1.mol2,-5.4,478,DB03852
DB04657_docking_min1.mol2,-5.4,479,DB04657
DB06701_docking_min1.mol2,-5.4,480,DB06701
DB00422_docking_min1.mol2,-5.2,480,DB00422
DB09060_docking_min1.mol2,-5.4,481,DB09060
DB11640_docking_min1.mol2,-5.4,482,DB11640
DB06637_docking_min1.mol2,-4.4,482,DB06637
DB13966_docking_min1.mol2,-5.4,483,DB13966
DB00627_docking_min1.mol2,-5.3,484,DB00627
DB13882_docking_min1.mol2,-5.1,484,DB13882
DB00697_docking_min1.mol2,-5.3,485,DB00697
DB00848_docking_min1.mol2,-5.3,486,DB00848
DB01090_docking_min1.mol2,-5.3,487,DB01090
DB01878_docking_min1.mol2,-5.3,488,DB01878
DB06762_docking_min1.mol2,-5.3,489,DB06762
DB08991_docking_min1.mol2,-5.3,490,DB08991
DB09097_docking_min1.mol2,-5.3,491,DB09097
DB09117_docking_min1.mol2,-5.3,492,DB09117
DB00193_docking_min1.mol2,-5.2,493,DB00193
DB00262_docking_min1.mol2,-5.2,494,DB00262
DB01206_docking_min1.mol2,-4.8,494,DB01206
