filename,score,cluster_id,drugbank_id
DB00662_docking_min1.mol2,-7.0,84,DB00662
DB00335_docking_min1.mol2,-6.9,84,DB00335
DB11102_docking_min1.mol2,-6.9,84,DB11102
DB00211_docking_min1.mol2,-6.8,84,DB00211
DB01297_docking_min1.mol2,-6.8,84,DB01297
DB00423_docking_min1.mol2,-6.7,84,DB00423
DB01193_docking_min1.mol2,-6.6,84,DB01193
DB08797_docking_min1.mol2,-5.7,84,DB08797
DB01252_docking_min1.mol2,-7.7,85,DB01252
DB00881_docking_min1.mol2,-7.5,85,DB00881
DB09477_docking_min1.mol2,-7.3,85,DB09477
DB00178_docking_min1.mol2,-6.5,85,DB00178
DB00584_docking_min1.mol2,-6.5,85,DB00584
DB01041_docking_min1.mol2,-6.3,85,DB01041
DB00790_docking_min1.mol2,-5.7,85,DB00790
DB00542_docking_min1.mol2,-5.6,85,DB00542
DB00722_docking_min1.mol2,-5.6,85,DB00722
DB00519_docking_min1.mol2,-5.4,85,DB00519
DB01197_docking_min1.mol2,-5.3,85,DB01197
DB01288_docking_min1.mol2,-7.7,86,DB01288
DB01102_docking_min1.mol2,-7.5,86,DB01102
DB01182_docking_min1.mol2,-7.5,86,DB01182
DB01235_docking_min1.mol2,-7.3,86,DB01235
DB00867_docking_min1.mol2,-7.2,86,DB00867
DB00841_docking_min1.mol2,-7.1,86,DB00841
DB00968_docking_min1.mol2,-7.1,86,DB00968
DB08941_docking_min1.mol2,-7.1,86,DB08941
DB00871_docking_min1.mol2,-7.0,86,DB00871
DB06152_docking_min1.mol2,-6.9,86,DB06152
DB00938_docking_min1.mol2,-6.8,86,DB00938
DB00187_docking_min1.mol2,-6.7,86,DB00187
DB00765_docking_min1.mol2,-6.7,86,DB00765
DB01295_docking_min1.mol2,-6.7,86,DB01295
DB06262_docking_min1.mol2,-6.7,86,DB06262
DB00135_docking_min1.mol2,-6.6,86,DB00135
DB00816_docking_min1.mol2,-6.6,86,DB00816
DB01001_docking_min1.mol2,-6.6,86,DB01001
DB01064_docking_min1.mol2,-6.6,86,DB01064
DB01214_docking_min1.mol2,-6.6,86,DB01214
DB01359_docking_min1.mol2,-6.6,86,DB01359
DB06774_docking_min1.mol2,-6.6,86,DB06774
DB00612_docking_min1.mol2,-6.5,86,DB00612
DB00668_docking_min1.mol2,-6.5,86,DB00668
DB06707_docking_min1.mol2,-6.5,86,DB06707
DB09120_docking_min1.mol2,-6.5,86,DB09120
DB13583_docking_min1.mol2,-6.3,86,DB13583
DB00264_docking_min1.mol2,-6.2,86,DB00264
DB00610_docking_min1.mol2,-6.2,86,DB00610
DB01203_docking_min1.mol2,-6.2,86,DB01203
DB12313_docking_min1.mol2,-6.2,86,DB12313
DB00221_docking_min1.mol2,-6.1,86,DB00221
DB00368_docking_min1.mol2,-6.1,86,DB00368
DB00723_docking_min1.mol2,-6.0,86,DB00723
DB11610_docking_min1.mol2,-6.0,86,DB11610
DB00195_docking_min1.mol2,-5.9,86,DB00195
DB00388_docking_min1.mol2,-5.9,86,DB00388
DB00988_docking_min1.mol2,-5.9,86,DB00988
DB11268_docking_min1.mol2,-5.9,86,DB11268
DB09351_docking_min1.mol2,-5.8,86,DB09351
DB00449_docking_min1.mol2,-5.6,86,DB00449
DB13139_docking_min1.mol2,-5.6,86,DB13139
DB00866_docking_min1.mol2,-5.0,86,DB00866
DB01580_docking_min1.mol2,-5.0,86,DB01580
DB04552_docking_min1.mol2,-7.7,87,DB04552
DB09285_docking_min1.mol2,-7.3,87,DB09285
DB09295_docking_min1.mol2,-6.4,87,DB09295
DB04794_docking_min1.mol2,-7.7,88,DB04794
DB01006_docking_min1.mol2,-6.3,88,DB01006
DB05316_docking_min1.mol2,-7.7,89,DB05316
DB01228_docking_min1.mol2,-7.3,89,DB01228
DB04951_docking_min1.mol2,-6.5,89,DB04951
DB00527_docking_min1.mol2,-6.4,89,DB00527
DB01002_docking_min1.mol2,-5.3,89,DB01002
DB00296_docking_min1.mol2,-5.2,89,DB00296
DB00961_docking_min1.mol2,-5.2,89,DB00961
DB00297_docking_min1.mol2,-5.1,89,DB00297
DB06802_docking_min1.mol2,-7.7,90,DB06802
DB06807_docking_min1.mol2,-7.7,91,DB06807
DB01250_docking_min1.mol2,-7.3,91,DB01250
DB07615_docking_min1.mol2,-7.3,91,DB07615
DB00784_docking_min1.mol2,-6.9,91,DB00784
DB09342_docking_min1.mol2,-6.9,91,DB09342
DB00233_docking_min1.mol2,-6.1,91,DB00233
DB00244_docking_min1.mol2,-6.1,91,DB00244
DB11269_docking_min1.mol2,-6.0,91,DB11269
DB11096_docking_min1.mol2,-5.9,91,DB11096
DB08893_docking_min1.mol2,-7.7,92,DB08893
DB09083_docking_min1.mol2,-7.7,93,DB09083
DB00956_docking_min1.mol2,-7.3,93,DB00956
DB04844_docking_min1.mol2,-5.8,93,DB04844
DB11115_docking_min1.mol2,-7.7,94,DB11115
DB11737_docking_min1.mol2,-7.7,95,DB11737
DB00579_docking_min1.mol2,-7.6,96,DB00579
DB00963_docking_min1.mol2,-7.6,97,DB00963
DB06736_docking_min1.mol2,-6.5,97,DB06736
DB09216_docking_min1.mol2,-6.4,97,DB09216
DB08984_docking_min1.mol2,-6.1,97,DB08984
DB09218_docking_min1.mol2,-6.1,97,DB09218
DB01283_docking_min1.mol2,-6.0,97,DB01283
DB00586_docking_min1.mol2,-5.9,97,DB00586
DB00939_docking_min1.mol2,-5.9,97,DB00939
DB01438_docking_min1.mol2,-7.6,98,DB01438
DB00384_docking_min1.mol2,-7.5,98,DB00384
DB00484_docking_min1.mol2,-7.2,98,DB00484
DB00555_docking_min1.mol2,-7.1,98,DB00555
DB08864_docking_min1.mol2,-6.5,98,DB08864
DB00205_docking_min1.mol2,-6.3,98,DB00205
DB06594_docking_min1.mol2,-7.6,99,DB06594
DB06623_docking_min1.mol2,-7.6,100,DB06623
DB04953_docking_min1.mol2,-7.4,100,DB04953
DB08865_docking_min1.mol2,-7.6,101,DB08865
DB08981_docking_min1.mol2,-7.6,102,DB08981
DB01009_docking_min1.mol2,-7.1,102,DB01009
DB09214_docking_min1.mol2,-6.0,102,DB09214
DB09212_docking_min1.mol2,-7.6,103,DB09212
DB00190_docking_min1.mol2,-7.5,104,DB00190
DB00283_docking_min1.mol2,-7.5,105,DB00283
DB00539_docking_min1.mol2,-6.6,105,DB00539
DB09002_docking_min1.mol2,-6.6,105,DB09002
DB00366_docking_min1.mol2,-5.9,105,DB00366
DB00405_docking_min1.mol2,-5.7,105,DB00405
DB00748_docking_min1.mol2,-5.7,105,DB00748
DB01114_docking_min1.mol2,-5.7,105,DB01114
DB01237_docking_min1.mol2,-5.7,105,DB01237
DB08800_docking_min1.mol2,-5.7,105,DB08800
DB00835_docking_min1.mol2,-5.6,105,DB00835
DB01620_docking_min1.mol2,-5.4,105,DB01620
DB01173_docking_min1.mol2,-5.3,105,DB01173
DB01075_docking_min1.mol2,-5.1,105,DB01075
DB00378_docking_min1.mol2,-7.5,106,DB00378
DB01395_docking_min1.mol2,-7.5,106,DB01395
DB04839_docking_min1.mol2,-6.9,106,DB04839
DB00823_docking_min1.mol2,-6.8,106,DB00823
DB00990_docking_min1.mol2,-6.8,106,DB00990
DB13946_docking_min1.mol2,-6.8,106,DB13946
DB09124_docking_min1.mol2,-6.6,106,DB09124
DB13857_docking_min1.mol2,-6.6,106,DB13857
DB13943_docking_min1.mol2,-6.6,106,DB13943
DB00351_docking_min1.mol2,-6.5,106,DB00351
DB00894_docking_min1.mol2,-6.5,106,DB00894
DB11219_docking_min1.mol2,-6.5,106,DB11219
DB00421_docking_min1.mol2,-6.4,106,DB00421
DB00984_docking_min1.mol2,-6.3,106,DB00984
DB13981_docking_min1.mol2,-6.3,106,DB13981
DB00396_docking_min1.mol2,-6.2,106,DB00396
DB00603_docking_min1.mol2,-6.2,106,DB00603
DB13944_docking_min1.mol2,-6.2,106,DB13944
DB06789_docking_min1.mol2,-6.1,106,DB06789
DB01420_docking_min1.mol2,-6.0,106,DB01420
DB06780_docking_min1.mol2,-5.9,106,DB06780
DB08804_docking_min1.mol2,-5.6,106,DB08804
DB14156_docking_min1.mol2,-5.6,106,DB14156
DB01744_docking_min1.mol2,-5.1,106,DB01744
DB01022_docking_min1.mol2,-5.0,106,DB01022
DB00700_docking_min1.mol2,-7.5,107,DB00700
DB13063_docking_min1.mol2,-6.3,107,DB13063
DB00805_docking_min1.mol2,-7.5,108,DB00805
DB00882_docking_min1.mol2,-7.5,109,DB00882
DB00914_docking_min1.mol2,-7.5,110,DB00914
DB00217_docking_min1.mol2,-6.0,110,DB00217
DB00331_docking_min1.mol2,-5.6,110,DB00331
DB13100_docking_min1.mol2,-5.3,110,DB13100
DB00536_docking_min1.mol2,-3.7,110,DB00536
DB00917_docking_min1.mol2,-7.5,111,DB00917
DB01240_docking_min1.mol2,-6.4,111,DB01240
DB09211_docking_min1.mol2,-6.3,111,DB09211
DB01024_docking_min1.mol2,-5.8,111,DB01024
DB00126_docking_min1.mol2,-5.7,111,DB00126
DB00770_docking_min1.mol2,-5.5,111,DB00770
DB09401_docking_min1.mol2,-5.4,111,DB09401
DB01095_docking_min1.mol2,-7.5,112,DB01095
DB00439_docking_min1.mol2,-6.7,112,DB00439
DB08860_docking_min1.mol2,-6.5,112,DB08860
DB01125_docking_min1.mol2,-7.5,113,DB01125
DB13136_docking_min1.mol2,-6.2,113,DB13136
DB00498_docking_min1.mol2,-6.0,113,DB00498
DB01210_docking_min1.mol2,-7.5,114,DB01210
DB00571_docking_min1.mol2,-7.4,114,DB00571
DB08807_docking_min1.mol2,-6.7,114,DB08807
DB08808_docking_min1.mol2,-6.5,114,DB08808
DB00521_docking_min1.mol2,-5.3,114,DB00521
DB01221_docking_min1.mol2,-7.5,115,DB01221
DB01156_docking_min1.mol2,-5.8,115,DB01156
DB11823_docking_min1.mol2,-5.1,115,DB11823
DB04930_docking_min1.mol2,-7.5,116,DB04930
DB11614_docking_min1.mol2,-7.5,117,DB11614
DB00455_docking_min1.mol2,-6.5,117,DB00455
DB00699_docking_min1.mol2,-7.4,118,DB00699
DB01039_docking_min1.mol2,-7.4,119,DB01039
DB00636_docking_min1.mol2,-5.2,119,DB00636
DB01275_docking_min1.mol2,-7.4,120,DB01275
DB04840_docking_min1.mol2,-7.4,121,DB04840
DB08970_docking_min1.mol2,-7.4,122,DB08970
DB11622_docking_min1.mol2,-7.4,122,DB11622
DB00591_docking_min1.mol2,-7.3,122,DB00591
DB04038_docking_min1.mol2,-7.0,122,DB04038
DB06739_docking_min1.mol2,-7.0,122,DB06739
DB00180_docking_min1.mol2,-6.9,122,DB00180
DB00294_docking_min1.mol2,-6.9,122,DB00294
DB02300_docking_min1.mol2,-6.9,122,DB02300
DB00146_docking_min1.mol2,-6.8,122,DB00146
DB01130_docking_min1.mol2,-6.8,122,DB01130
DB01260_docking_min1.mol2,-6.8,122,DB01260
DB01384_docking_min1.mol2,-6.8,122,DB01384
DB05990_docking_min1.mol2,-6.8,122,DB05990
DB06410_docking_min1.mol2,-6.8,122,DB06410
DB03619_docking_min1.mol2,-6.7,122,DB03619
DB08971_docking_min1.mol2,-6.7,122,DB08971
DB11636_docking_min1.mol2,-6.7,122,DB11636
DB00240_docking_min1.mol2,-6.6,122,DB00240
DB09095_docking_min1.mol2,-6.6,122,DB09095
DB09123_docking_min1.mol2,-6.6,122,DB09123
DB11619_docking_min1.mol2,-6.6,122,DB11619
DB12952_docking_min1.mol2,-6.6,122,DB12952
DB00136_docking_min1.mol2,-6.5,122,DB00136
DB00223_docking_min1.mol2,-6.5,122,DB00223
DB00324_docking_min1.mol2,-6.5,122,DB00324
DB00443_docking_min1.mol2,-6.5,122,DB00443
DB00663_docking_min1.mol2,-6.5,122,DB00663
DB00741_docking_min1.mol2,-6.5,122,DB00741
DB00769_docking_min1.mol2,-6.5,122,DB00769
DB00860_docking_min1.mol2,-6.5,122,DB00860
DB02659_docking_min1.mol2,-6.5,122,DB02659
DB06412_docking_min1.mol2,-6.5,122,DB06412
DB06777_docking_min1.mol2,-6.5,122,DB06777
DB08905_docking_min1.mol2,-6.5,122,DB08905
DB09371_docking_min1.mol2,-6.5,122,DB09371
DB09389_docking_min1.mol2,-6.5,122,DB09389
DB00838_docking_min1.mol2,-6.4,122,DB00838
DB01234_docking_min1.mol2,-6.4,122,DB01234
DB06730_docking_min1.mol2,-6.4,122,DB06730
DB09378_docking_min1.mol2,-6.4,122,DB09378
DB09383_docking_min1.mol2,-6.4,122,DB09383
DB13867_docking_min1.mol2,-6.4,122,DB13867
DB00253_docking_min1.mol2,-6.3,122,DB00253
DB00367_docking_min1.mol2,-6.3,122,DB00367
DB00596_docking_min1.mol2,-6.3,122,DB00596
DB00635_docking_min1.mol2,-6.3,122,DB00635
DB00641_docking_min1.mol2,-6.3,122,DB00641
DB00873_docking_min1.mol2,-6.3,122,DB00873
DB01088_docking_min1.mol2,-6.3,122,DB01088
DB00304_docking_min1.mol2,-6.2,122,DB00304
DB00547_docking_min1.mol2,-6.2,122,DB00547
DB00620_docking_min1.mol2,-6.2,122,DB00620
DB00624_docking_min1.mol2,-6.2,122,DB00624
DB00687_docking_min1.mol2,-6.2,122,DB00687
DB00896_docking_min1.mol2,-6.2,122,DB00896
DB01380_docking_min1.mol2,-6.2,122,DB01380
DB01431_docking_min1.mol2,-6.2,122,DB01431
DB01586_docking_min1.mol2,-6.2,122,DB01586
DB09091_docking_min1.mol2,-6.2,122,DB09091
DB00764_docking_min1.mol2,-6.1,122,DB00764
DB00910_docking_min1.mol2,-6.1,122,DB00910
DB02789_docking_min1.mol2,-6.1,122,DB02789
DB00959_docking_min1.mol2,-6.0,122,DB00959
DB01436_docking_min1.mol2,-6.0,122,DB01436
DB06272_docking_min1.mol2,-6.0,122,DB06272
DB09015_docking_min1.mol2,-6.0,122,DB09015
DB01222_docking_min1.mol2,-5.9,122,DB01222
DB00175_docking_min1.mol2,-5.8,122,DB00175
DB04540_docking_min1.mol2,-5.5,122,DB04540
DB13873_docking_min1.mol2,-7.4,123,DB13873
DB01047_docking_min1.mol2,-7.0,123,DB01047
DB06786_docking_min1.mol2,-6.7,123,DB06786
DB08973_docking_min1.mol2,-6.7,123,DB08973
DB01013_docking_min1.mol2,-6.4,123,DB01013
DB13158_docking_min1.mol2,-6.3,123,DB13158
DB11750_docking_min1.mol2,-6.2,123,DB11750
DB00307_docking_min1.mol2,-7.3,124,DB00307
DB00350_docking_min1.mol2,-7.3,125,DB00350
DB00406_docking_min1.mol2,-7.3,126,DB00406
DB01018_docking_min1.mol2,-7.3,127,DB01018
DB04841_docking_min1.mol2,-7.3,128,DB04841
DB00354_docking_min1.mol2,-7.2,128,DB00354
DB00737_docking_min1.mol2,-7.1,128,DB00737
DB00568_docking_min1.mol2,-7.0,128,DB00568
DB00427_docking_min1.mol2,-6.5,128,DB00427
DB04876_docking_min1.mol2,-7.3,129,DB04876
DB01426_docking_min1.mol2,-6.7,129,DB01426
DB06335_docking_min1.mol2,-5.9,129,DB06335
DB05294_docking_min1.mol2,-7.3,130,DB05294
DB01103_docking_min1.mol2,-6.3,130,DB01103
DB00613_docking_min1.mol2,-6.1,130,DB00613
DB00530_docking_min1.mol2,-5.9,130,DB00530
DB06274_docking_min1.mol2,-7.3,131,DB06274
DB08806_docking_min1.mol2,-6.8,131,DB08806
DB06626_docking_min1.mol2,-7.3,132,DB06626
DB08803_docking_min1.mol2,-7.3,133,DB08803
DB04948_docking_min1.mol2,-6.8,133,DB04948
DB00935_docking_min1.mol2,-5.5,133,DB00935
DB09012_docking_min1.mol2,-7.3,134,DB09012
DB09017_docking_min1.mol2,-7.3,135,DB09017
DB00897_docking_min1.mol2,-7.0,135,DB00897
DB00404_docking_min1.mol2,-6.9,135,DB00404
DB00683_docking_min1.mol2,-6.6,135,DB00683
DB01215_docking_min1.mol2,-6.6,135,DB01215
DB00363_docking_min1.mol2,-6.3,135,DB00363
DB09166_docking_min1.mol2,-6.2,135,DB09166
DB00546_docking_min1.mol2,-5.9,135,DB00546
DB09020_docking_min1.mol2,-7.3,136,DB09020
DB09223_docking_min1.mol2,-7.3,137,DB09223
DB00719_docking_min1.mol2,-7.0,137,DB00719
DB00792_docking_min1.mol2,-7.0,137,DB00792
DB09304_docking_min1.mol2,-6.7,137,DB09304
DB00370_docking_min1.mol2,-6.2,137,DB00370
DB06766_docking_min1.mol2,-6.2,137,DB06766
DB00408_docking_min1.mol2,-6.1,137,DB00408
DB08936_docking_min1.mol2,-5.9,137,DB08936
DB01176_docking_min1.mol2,-5.6,137,DB01176
DB11155_docking_min1.mol2,-7.3,138,DB11155
DB11644_docking_min1.mol2,-7.3,139,DB11644
DB00991_docking_min1.mol2,-7.2,139,DB00991
DB12332_docking_min1.mol2,-7.3,140,DB12332
DB00204_docking_min1.mol2,-7.2,141,DB00204
DB00775_docking_min1.mol2,-6.9,141,DB00775
DB04743_docking_min1.mol2,-6.3,141,DB04743
DB00275_docking_min1.mol2,-7.2,142,DB00275
DB00177_docking_min1.mol2,-6.0,142,DB00177
DB00357_docking_min1.mol2,-7.2,143,DB00357
DB01216_docking_min1.mol2,-7.0,143,DB01216
DB01107_docking_min1.mol2,-5.7,143,DB01107
DB01437_docking_min1.mol2,-5.7,143,DB01437
DB00593_docking_min1.mol2,-5.3,143,DB00593
DB00525_docking_min1.mol2,-7.2,144,DB00525
DB00660_docking_min1.mol2,-7.2,145,DB00660
DB00845_docking_min1.mol2,-7.2,146,DB00845
DB00962_docking_min1.mol2,-7.2,147,DB00962
DB01247_docking_min1.mol2,-7.2,148,DB01247
DB04571_docking_min1.mol2,-7.2,149,DB04571
DB00553_docking_min1.mol2,-7.0,149,DB00553
DB08819_docking_min1.mol2,-7.2,150,DB08819
DB08867_docking_min1.mol2,-7.2,151,DB08867
DB00834_docking_min1.mol2,-6.8,151,DB00834
DB09038_docking_min1.mol2,-7.2,152,DB09038
DB09082_docking_min1.mol2,-6.9,152,DB09082
DB00800_docking_min1.mol2,-6.5,152,DB00800
DB06292_docking_min1.mol2,-6.4,152,DB06292
DB11336_docking_min1.mol2,-7.2,153,DB11336
DB11363_docking_min1.mol2,-7.2,154,DB11363
DB00383_docking_min1.mol2,-7.1,155,DB00383
DB00587_docking_min1.mol2,-7.1,156,DB00587
DB00676_docking_min1.mol2,-7.1,157,DB00676
DB00712_docking_min1.mol2,-7.1,158,DB00712
DB00837_docking_min1.mol2,-7.1,159,DB00837
DB00913_docking_min1.mol2,-7.1,160,DB00913
DB01046_docking_min1.mol2,-7.1,161,DB01046
DB01121_docking_min1.mol2,-7.1,162,DB01121
DB01406_docking_min1.mol2,-7.1,163,DB01406
DB05265_docking_min1.mol2,-7.1,164,DB05265
DB04574_docking_min1.mol2,-6.9,164,DB04574
DB11185_docking_min1.mol2,-6.2,164,DB11185
DB06764_docking_min1.mol2,-7.1,165,DB06764
DB01273_docking_min1.mol2,-7.0,165,DB01273
DB00730_docking_min1.mol2,-6.4,165,DB00730
DB00797_docking_min1.mol2,-6.1,165,DB00797
DB06711_docking_min1.mol2,-5.9,165,DB06711
DB09056_docking_min1.mol2,-7.1,166,DB09056
DB09064_docking_min1.mol2,-7.1,167,DB09064
DB09151_docking_min1.mol2,-7.1,168,DB09151
DB00740_docking_min1.mol2,-5.3,168,DB00740
DB11989_docking_min1.mol2,-7.1,169,DB11989
DB12834_docking_min1.mol2,-6.3,169,DB12834
DB00916_docking_min1.mol2,-5.9,169,DB00916
DB00993_docking_min1.mol2,-5.5,169,DB00993
DB13805_docking_min1.mol2,-7.1,170,DB13805
DB11100_docking_min1.mol2,-6.5,170,DB11100
DB00312_docking_min1.mol2,-6.4,170,DB00312
DB01354_docking_min1.mol2,-6.0,170,DB01354
DB01355_docking_min1.mol2,-6.0,170,DB01355
DB00794_docking_min1.mol2,-5.9,170,DB00794
DB01174_docking_min1.mol2,-5.9,170,DB01174
DB00474_docking_min1.mol2,-5.5,170,DB00474
DB00418_docking_min1.mol2,-5.4,170,DB00418
DB00241_docking_min1.mol2,-5.3,170,DB00241
DB01351_docking_min1.mol2,-5.2,170,DB01351
DB01353_docking_min1.mol2,-5.2,170,DB01353
DB00237_docking_min1.mol2,-5.1,170,DB00237
DB00306_docking_min1.mol2,-5.1,170,DB00306
DB00544_docking_min1.mol2,-5.0,170,DB00544
DB01154_docking_min1.mol2,-5.0,170,DB01154
DB01352_docking_min1.mol2,-5.0,170,DB01352
DB00599_docking_min1.mol2,-4.9,170,DB00599
DB09327_docking_min1.mol2,-4.7,170,DB09327
DB00209_docking_min1.mol2,-7.0,171,DB00209
DB00771_docking_min1.mol2,-6.9,171,DB00771
DB11181_docking_min1.mol2,-6.7,171,DB11181
DB04843_docking_min1.mol2,-6.3,171,DB04843
DB00332_docking_min1.mol2,-5.9,171,DB00332
DB00424_docking_min1.mol2,-5.9,171,DB00424
DB00572_docking_min1.mol2,-5.9,171,DB00572
DB00986_docking_min1.mol2,-5.7,171,DB00986
DB00239_docking_min1.mol2,-7.0,172,DB00239
DB00373_docking_min1.mol2,-7.0,173,DB00373
DB00461_docking_min1.mol2,-7.0,174,DB00461
DB00473_docking_min1.mol2,-7.0,175,DB00473
DB11148_docking_min1.mol2,-6.2,175,DB11148
DB01086_docking_min1.mol2,-6.1,175,DB01086
DB00499_docking_min1.mol2,-7.0,176,DB00499
DB00982_docking_min1.mol2,-7.0,177,DB00982
DB00162_docking_min1.mol2,-6.2,177,DB00162
DB00755_docking_min1.mol2,-6.2,177,DB00755
DB00523_docking_min1.mol2,-5.9,177,DB00523
DB13153_docking_min1.mol2,-4.8,177,DB13153
DB01056_docking_min1.mol2,-7.0,178,DB01056
DB00750_docking_min1.mol2,-6.4,178,DB00750
DB01035_docking_min1.mol2,-6.2,178,DB01035
DB08987_docking_min1.mol2,-4.9,178,DB08987
DB00281_docking_min1.mol2,-4.8,178,DB00281
DB01110_docking_min1.mol2,-7.0,179,DB01110
DB01113_docking_min1.mol2,-7.0,180,DB01113
DB01123_docking_min1.mol2,-7.0,181,DB01123
DB01591_docking_min1.mol2,-7.0,182,DB01591
DB01058_docking_min1.mol2,-6.9,182,DB01058
DB00377_docking_min1.mol2,-6.8,182,DB00377
DB00236_docking_min1.mol2,-5.4,182,DB00236
DB01600_docking_min1.mol2,-7.0,183,DB01600
DB00870_docking_min1.mol2,-6.8,183,DB00870
DB09028_docking_min1.mol2,-7.0,184,DB09028
DB00268_docking_min1.mol2,-4.9,184,DB00268
DB09039_docking_min1.mol2,-7.0,185,DB09039
DB09292_docking_min1.mol2,-7.0,186,DB09292
DB00150_docking_min1.mol2,-6.9,187,DB00150
DB00117_docking_min1.mol2,-5.8,187,DB00117
DB00345_docking_min1.mol2,-6.9,188,DB00345
DB06775_docking_min1.mol2,-6.4,188,DB06775
DB00141_docking_min1.mol2,-6.0,188,DB00141
DB00155_docking_min1.mol2,-5.8,188,DB00155
DB12839_docking_min1.mol2,-5.7,188,DB12839
DB00168_docking_min1.mol2,-5.4,188,DB00168
DB06151_docking_min1.mol2,-4.8,188,DB06151
DB00675_docking_min1.mol2,-6.9,189,DB00675
DB00661_docking_min1.mol2,-6.5,189,DB00661
DB00925_docking_min1.mol2,-6.1,189,DB00925
DB11160_docking_min1.mol2,-6.1,189,DB11160
DB11594_docking_min1.mol2,-5.6,189,DB11594
DB09205_docking_min1.mol2,-5.0,189,DB09205
DB00735_docking_min1.mol2,-6.9,190,DB00735
DB00857_docking_min1.mol2,-6.2,190,DB00857
DB01091_docking_min1.mol2,-5.9,190,DB01091
DB00744_docking_min1.mol2,-6.9,191,DB00744
DB00766_docking_min1.mol2,-6.9,192,DB00766
DB01598_docking_min1.mol2,-5.0,192,DB01598
DB00832_docking_min1.mol2,-6.9,193,DB00832
DB05246_docking_min1.mol2,-5.9,193,DB05246
DB00960_docking_min1.mol2,-6.9,194,DB00960
DB01117_docking_min1.mol2,-6.9,195,DB01117
DB01138_docking_min1.mol2,-6.9,196,DB01138
DB01207_docking_min1.mol2,-6.9,197,DB01207
DB01217_docking_min1.mol2,-6.9,198,DB01217
DB01624_docking_min1.mol2,-6.9,199,DB01624
DB00623_docking_min1.mol2,-6.2,199,DB00623
DB00875_docking_min1.mol2,-6.1,199,DB00875
DB01608_docking_min1.mol2,-6.1,199,DB01608
DB00850_docking_min1.mol2,-5.8,199,DB00850
DB01063_docking_min1.mol2,-5.7,199,DB01063
DB02709_docking_min1.mol2,-6.9,200,DB02709
DB04967_docking_min1.mol2,-6.9,201,DB04967
DB06218_docking_min1.mol2,-6.9,202,DB06218
DB08834_docking_min1.mol2,-6.9,203,DB08834
DB08868_docking_min1.mol2,-6.9,204,DB08868
DB09118_docking_min1.mol2,-6.9,205,DB09118
DB09148_docking_min1.mol2,-6.9,206,DB09148
DB09149_docking_min1.mol2,-6.8,206,DB09149
DB09488_docking_min1.mol2,-6.9,207,DB09488
DB00906_docking_min1.mol2,-6.3,207,DB00906
DB11629_docking_min1.mol2,-6.9,208,DB11629
DB13783_docking_min1.mol2,-6.9,209,DB13783
DB00170_docking_min1.mol2,-6.8,210,DB00170
DB00310_docking_min1.mol2,-6.8,211,DB00310
DB09289_docking_min1.mol2,-6.6,211,DB09289
DB00606_docking_min1.mol2,-6.5,211,DB00606
DB01119_docking_min1.mol2,-6.1,211,DB01119
DB06725_docking_min1.mol2,-5.9,211,DB06725
DB00625_docking_min1.mol2,-6.8,212,DB00625
DB00680_docking_min1.mol2,-6.8,213,DB00680
DB00821_docking_min1.mol2,-6.8,214,DB00821
DB00909_docking_min1.mol2,-6.8,215,DB00909
DB01096_docking_min1.mol2,-6.8,216,DB01096
DB01422_docking_min1.mol2,-6.7,216,DB01422
DB01116_docking_min1.mol2,-6.8,217,DB01116
DB01127_docking_min1.mol2,-6.8,218,DB01127
DB00639_docking_min1.mol2,-6.6,218,DB00639
DB01153_docking_min1.mol2,-6.4,218,DB01153
DB00257_docking_min1.mol2,-6.2,218,DB00257
DB08943_docking_min1.mol2,-6.2,218,DB08943
DB01007_docking_min1.mol2,-6.1,218,DB01007
DB06820_docking_min1.mol2,-6.1,218,DB06820
DB01291_docking_min1.mol2,-6.8,219,DB01291
DB00165_docking_min1.mol2,-5.8,219,DB00165
DB06016_docking_min1.mol2,-6.8,220,DB06016
DB06742_docking_min1.mol2,-6.8,221,DB06742
DB08824_docking_min1.mol2,-6.8,222,DB08824
DB08983_docking_min1.mol2,-6.8,223,DB08983
DB09224_docking_min1.mol2,-6.8,224,DB09224
DB06264_docking_min1.mol2,-6.5,224,DB06264
DB08992_docking_min1.mol2,-6.5,224,DB08992
DB12728_docking_min1.mol2,-6.2,224,DB12728
DB11073_docking_min1.mol2,-5.6,224,DB11073
DB00114_docking_min1.mol2,-6.7,225,DB00114
DB06716_docking_min1.mol2,-5.4,225,DB06716
DB00215_docking_min1.mol2,-6.7,226,DB00215
DB01175_docking_min1.mol2,-6.7,226,DB01175
DB00605_docking_min1.mol2,-6.7,227,DB00605
DB00692_docking_min1.mol2,-6.7,228,DB00692
DB00846_docking_min1.mol2,-6.7,229,DB00846
DB09081_docking_min1.mol2,-5.5,229,DB09081
DB00957_docking_min1.mol2,-6.7,230,DB00957
DB06713_docking_min1.mol2,-6.4,230,DB06713
DB01611_docking_min1.mol2,-6.7,231,DB01611
DB00608_docking_min1.mol2,-5.2,231,DB00608
DB04854_docking_min1.mol2,-6.7,232,DB04854
DB04871_docking_min1.mol2,-6.7,233,DB04871
DB05013_docking_min1.mol2,-6.7,234,DB05013
DB08604_docking_min1.mol2,-6.7,235,DB08604
DB13167_docking_min1.mol2,-6.1,235,DB13167
DB00756_docking_min1.mol2,-5.7,235,DB00756
DB11121_docking_min1.mol2,-5.7,235,DB11121
