filename,score,cluster_id
DB00149_docking_min1.mol2,-4.9,343
DB00167_docking_min1.mol2,-4.8,343
DB00330_docking_min1.mol2,-4.8,343
DB00513_docking_min1.mol2,-4.8,343
DB00123_docking_min1.mol2,-4.7,343
DB00156_docking_min1.mol2,-4.7,343
DB00129_docking_min1.mol2,-4.6,343
DB00161_docking_min1.mol2,-4.6,343
DB01080_docking_min1.mol2,-4.6,343
DB00134_docking_min1.mol2,-4.5,343
DB02893_docking_min1.mol2,-4.5,343
DB03929_docking_min1.mol2,-4.4,343
DB13972_docking_min1.mol2,-4.4,343
DB00133_docking_min1.mol2,-4.3,343
DB00160_docking_min1.mol2,-4.2,343
DB02530_docking_min1.mol2,-4.2,343
DB11142_docking_min1.mol2,-4.2,343
DB00151_docking_min1.mol2,-4,343
DB00145_docking_min1.mol2,-3.7,343
DB00184_docking_min1.mol2,-6.1,344
DB11156_docking_min1.mol2,-4.6,344
DB00352_docking_min1.mol2,-6.1,345
DB01033_docking_min1.mol2,-5.4,345
DB00380_docking_min1.mol2,-6.1,346
DB00496_docking_min1.mol2,-6.1,347
DB00708_docking_min1.mol2,-6.1,348
DB00561_docking_min1.mol2,-5.5,348
DB00899_docking_min1.mol2,-5.5,348
DB00749_docking_min1.mol2,-6.1,349
DB01196_docking_min1.mol2,-6.1,350
DB01322_docking_min1.mol2,-6.1,351
DB01394_docking_min1.mol2,-6.1,352
DB01407_docking_min1.mol2,-6.1,353
DB01427_docking_min1.mol2,-6.1,354
DB04938_docking_min1.mol2,-6.1,355
DB08810_docking_min1.mol2,-6.1,356
DB09055_docking_min1.mol2,-6.1,357
DB09262_docking_min1.mol2,-6.1,358
DB11560_docking_min1.mol2,-6.1,359
DB11584_docking_min1.mol2,-6.1,360
DB12293_docking_min1.mol2,-6.1,361
DB01579_docking_min1.mol2,-5.3,361
DB12473_docking_min1.mol2,-6.1,362
DB00280_docking_min1.mol2,-6,363
DB04896_docking_min1.mol2,-6,363
DB01625_docking_min1.mol2,-5.8,363
DB08918_docking_min1.mol2,-5.2,363
DB00292_docking_min1.mol2,-6,364
DB00389_docking_min1.mol2,-5.4,364
DB00302_docking_min1.mol2,-6,365
DB00996_docking_min1.mol2,-5.8,365
DB02362_docking_min1.mol2,-5.7,365
DB00181_docking_min1.mol2,-4.9,365
DB00470_docking_min1.mol2,-6,366
DB00543_docking_min1.mol2,-6,367
DB00617_docking_min1.mol2,-6,368
DB00347_docking_min1.mol2,-5.6,368
DB00695_docking_min1.mol2,-6,369
DB00782_docking_min1.mol2,-6,370
DB00940_docking_min1.mol2,-5.7,370
DB00863_docking_min1.mol2,-6,371
DB00585_docking_min1.mol2,-5.6,371
DB00905_docking_min1.mol2,-6,372
DB00980_docking_min1.mol2,-6,373
DB00981_docking_min1.mol2,-6,374
DB00989_docking_min1.mol2,-6,375
DB00545_docking_min1.mol2,-4.6,375
DB01031_docking_min1.mol2,-6,376
DB01036_docking_min1.mol2,-6,377
DB00285_docking_min1.mol2,-5.3,377
DB06700_docking_min1.mol2,-5,377
DB06204_docking_min1.mol2,-4.9,377
DB11587_docking_min1.mol2,-4.7,377
DB11278_docking_min1.mol2,-4.6,377
DB01224_docking_min1.mol2,-6,378
DB01320_docking_min1.mol2,-6,379
DB01364_docking_min1.mol2,-6,380
DB00852_docking_min1.mol2,-4.8,380
DB01367_docking_min1.mol2,-6,381
DB05676_docking_min1.mol2,-6,382
DB13025_docking_min1.mol2,-5.9,382
DB09376_docking_min1.mol2,-6,383
DB12328_docking_min1.mol2,-6,384
DB00147_docking_min1.mol2,-5.9,385
DB00159_docking_min1.mol2,-5.9,386
DB13854_docking_min1.mol2,-5.9,386
DB03756_docking_min1.mol2,-5.6,386
DB04224_docking_min1.mol2,-5.6,386
DB03193_docking_min1.mol2,-5.5,386
DB00132_docking_min1.mol2,-5.4,386
DB03796_docking_min1.mol2,-5.3,386
DB00154_docking_min1.mol2,-5.1,386
DB03017_docking_min1.mol2,-5,386
DB14104_docking_min1.mol2,-5,386
DB00313_docking_min1.mol2,-4.9,386
DB04519_docking_min1.mol2,-4.5,386
DB01440_docking_min1.mol2,-4,386
DB03766_docking_min1.mol2,-3.4,386
DB03166_docking_min1.mol2,-3.2,386
DB01942_docking_min1.mol2,-2.8,386
DB00270_docking_min1.mol2,-5.9,387
DB00273_docking_min1.mol2,-5.9,388
DB00348_docking_min1.mol2,-5.9,389
DB00356_docking_min1.mol2,-5.9,390
DB00475_docking_min1.mol2,-5.9,391
DB00501_docking_min1.mol2,-5.9,392
DB00786_docking_min1.mol2,-5.9,393
DB01783_docking_min1.mol2,-5.8,393
DB09357_docking_min1.mol2,-5.6,393
DB00876_docking_min1.mol2,-5.9,394
DB01085_docking_min1.mol2,-5.9,395
DB01559_docking_min1.mol2,-5.9,396
DB00690_docking_min1.mol2,-5.3,396
DB01589_docking_min1.mol2,-5.9,397
DB04115_docking_min1.mol2,-5.9,398
DB04173_docking_min1.mol2,-5.9,399
DB09274_docking_min1.mol2,-5.9,400
DB11642_docking_min1.mol2,-5.9,401
DB12821_docking_min1.mol2,-5.9,402
DB00556_docking_min1.mol2,-4.9,402
DB13117_docking_min1.mol2,-4,402
DB13116_docking_min1.mol2,-3.8,402
DB01159_docking_min1.mol2,-3.7,402
DB12911_docking_min1.mol2,-5.9,403
DB00148_docking_min1.mol2,-5.8,404
DB00173_docking_min1.mol2,-5.8,405
DB00575_docking_min1.mol2,-5.8,406
DB00964_docking_min1.mol2,-5.2,406
DB00745_docking_min1.mol2,-5.8,407
DB06413_docking_min1.mol2,-5.6,407
DB00780_docking_min1.mol2,-5.8,408
DB00851_docking_min1.mol2,-5.8,409
DB01032_docking_min1.mol2,-5.8,410
DB01187_docking_min1.mol2,-5.8,411
DB01605_docking_min1.mol2,-5.8,412
DB01614_docking_min1.mol2,-5.8,413
DB06691_docking_min1.mol2,-5.8,414
DB11235_docking_min1.mol2,-5.7,414
DB08801_docking_min1.mol2,-5.8,415
DB08811_docking_min1.mol2,-5.8,416
DB08994_docking_min1.mol2,-5.8,417
DB09018_docking_min1.mol2,-5.8,418
DB00409_docking_min1.mol2,-5.2,418
DB01233_docking_min1.mol2,-5.1,418
DB09068_docking_min1.mol2,-5.8,419
DB09210_docking_min1.mol2,-5.8,420
DB09225_docking_min1.mol2,-5.8,421
DB00202_docking_min1.mol2,-5.7,422
DB03128_docking_min1.mol2,-4.6,422
DB06709_docking_min1.mol2,-4.5,422
DB08842_docking_min1.mol2,-4.2,422
DB06756_docking_min1.mol2,-4,422
DB00400_docking_min1.mol2,-5.7,423
DB00531_docking_min1.mol2,-5.7,424
DB01181_docking_min1.mol2,-5.6,424
DB00733_docking_min1.mol2,-5.7,425
DB01151_docking_min1.mol2,-5.7,426
DB01178_docking_min1.mol2,-5.7,427
DB01190_docking_min1.mol2,-5.7,428
DB01627_docking_min1.mol2,-5.5,428
DB01244_docking_min1.mol2,-5.7,429
DB04920_docking_min1.mol2,-5.7,430
DB09236_docking_min1.mol2,-5.7,430
DB01023_docking_min1.mol2,-5.6,430
DB09237_docking_min1.mol2,-5.4,430
DB00381_docking_min1.mol2,-5,430
DB06193_docking_min1.mol2,-5.7,431
DB01087_docking_min1.mol2,-5.5,431
DB08998_docking_min1.mol2,-5.7,432
DB09021_docking_min1.mol2,-5.7,433
DB11738_docking_min1.mol2,-5.7,434
DB12667_docking_min1.mol2,-5.7,435
DB00198_docking_min1.mol2,-5.6,436
DB00548_docking_min1.mol2,-5.6,437
DB06216_docking_min1.mol2,-5.2,437
DB09555_docking_min1.mol2,-5,437
DB00139_docking_min1.mol2,-4.6,437
DB00550_docking_min1.mol2,-5.6,438
DB00648_docking_min1.mol2,-5.6,439
DB00825_docking_min1.mol2,-5.6,440
DB00830_docking_min1.mol2,-5.6,441
DB01160_docking_min1.mol2,-5.6,442
DB00429_docking_min1.mol2,-4.4,442
DB01205_docking_min1.mol2,-5.6,443
DB01463_docking_min1.mol2,-5.6,444
DB06694_docking_min1.mol2,-5.6,445
DB00633_docking_min1.mol2,-5.5,445
DB08933_docking_min1.mol2,-5.6,446
DB09086_docking_min1.mol2,-5.6,447
DB09089_docking_min1.mol2,-5.6,448
DB00166_docking_min1.mol2,-5.5,449
DB00176_docking_min1.mol2,-5.5,450
DB00182_docking_min1.mol2,-5.5,451
DB09571_docking_min1.mol2,-5.5,451
DB01365_docking_min1.mol2,-5.4,451
DB01576_docking_min1.mol2,-5.3,451
DB01577_docking_min1.mol2,-5,451
DB06714_docking_min1.mol2,-5,451
DB00339_docking_min1.mol2,-5.5,452
DB02701_docking_min1.mol2,-5.4,452
DB00343_docking_min1.mol2,-5.5,453
DB00426_docking_min1.mol2,-5.5,454
DB00440_docking_min1.mol2,-5.5,455
DB01011_docking_min1.mol2,-5.5,456
DB01074_docking_min1.mol2,-5.5,457
DB01077_docking_min1.mol2,-5.5,458
DB00720_docking_min1.mol2,-5,458
DB04160_docking_min1.mol2,-5,458
DB00529_docking_min1.mol2,-4.8,458
DB00710_docking_min1.mol2,-4.8,458
DB09394_docking_min1.mol2,-3.9,458
DB11348_docking_min1.mol2,-3.5,458
DB01084_docking_min1.mol2,-5.5,459
DB01105_docking_min1.mol2,-5.5,460
DB01133_docking_min1.mol2,-5.5,461
DB01718_docking_min1.mol2,-5.5,462
DB01245_docking_min1.mol2,-5,462
DB04221_docking_min1.mol2,-5,462
DB13970_docking_min1.mol2,-5,462
DB11583_docking_min1.mol2,-3.9,462
DB06261_docking_min1.mol2,-5.5,463
DB00855_docking_min1.mol2,-4.8,463
DB00992_docking_min1.mol2,-4.6,463
DB06751_docking_min1.mol2,-5.5,464
DB09019_docking_min1.mol2,-5.5,465
DB09185_docking_min1.mol2,-5.5,466
DB00234_docking_min1.mol2,-5.2,466
DB09069_docking_min1.mol2,-5,466
DB09352_docking_min1.mol2,-5.5,467
DB00397_docking_min1.mol2,-4.6,467
DB13853_docking_min1.mol2,-5.5,468
DB00138_docking_min1.mol2,-5.4,469
DB00174_docking_min1.mol2,-5.1,469
DB00128_docking_min1.mol2,-4.9,469
DB00152_docking_min1.mol2,-5.4,470
DB00476_docking_min1.mol2,-5.4,471
DB00758_docking_min1.mol2,-5.4,472
DB00208_docking_min1.mol2,-5.2,472
DB00772_docking_min1.mol2,-5.4,473
DB00809_docking_min1.mol2,-5.4,474
DB00903_docking_min1.mol2,-5.4,475
DB01236_docking_min1.mol2,-5.4,476
DB01423_docking_min1.mol2,-5.4,477
DB03088_docking_min1.mol2,-5.4,477
DB08847_docking_min1.mol2,-5.2,477
DB00172_docking_min1.mol2,-4.7,477
DB03852_docking_min1.mol2,-5.4,478
DB04657_docking_min1.mol2,-5.4,479
DB06701_docking_min1.mol2,-5.4,480
DB00422_docking_min1.mol2,-5.2,480
DB09060_docking_min1.mol2,-5.4,481
DB11640_docking_min1.mol2,-5.4,482
DB06637_docking_min1.mol2,-4.4,482
DB13966_docking_min1.mol2,-5.4,483
DB00627_docking_min1.mol2,-5.3,484
DB13882_docking_min1.mol2,-5.1,484
DB00697_docking_min1.mol2,-5.3,485
DB00848_docking_min1.mol2,-5.3,486
DB01090_docking_min1.mol2,-5.3,487
DB01878_docking_min1.mol2,-5.3,488
DB06762_docking_min1.mol2,-5.3,489
DB08991_docking_min1.mol2,-5.3,490
DB09097_docking_min1.mol2,-5.3,491
DB09117_docking_min1.mol2,-5.3,492
DB00193_docking_min1.mol2,-5.2,493
DB00262_docking_min1.mol2,-5.2,494
DB01206_docking_min1.mol2,-4.8,494
DB00609_docking_min1.mol2,-5.2,495
DB00937_docking_min1.mol2,-5.2,496
DB11282_docking_min1.mol2,-4.7,496
DB01143_docking_min1.mol2,-5.2,497
DB04837_docking_min1.mol2,-5.2,498
DB05271_docking_min1.mol2,-5.2,499
DB06698_docking_min1.mol2,-5.2,500
DB09009_docking_min1.mol2,-5.2,501
DB09031_docking_min1.mol2,-5.2,502
DB01057_docking_min1.mol2,-5,502
DB09283_docking_min1.mol2,-5.2,503
DB09494_docking_min1.mol2,-5.2,504
DB00632_docking_min1.mol2,-5.1,504
DB02325_docking_min1.mol2,-2.9,504
DB03175_docking_min1.mol2,-2.9,504
DB00898_docking_min1.mol2,-2.5,504
DB00191_docking_min1.mol2,-5.1,505
DB00265_docking_min1.mol2,-5.1,506
DB00659_docking_min1.mol2,-5.1,507
DB00752_docking_min1.mol2,-5.1,508
DB04209_docking_min1.mol2,-5.1,509
DB08944_docking_min1.mol2,-5.1,510
DB00657_docking_min1.mol2,-5,511
DB01008_docking_min1.mol2,-5,512
DB01019_docking_min1.mol2,-5,513
DB08887_docking_min1.mol2,-5,514
DB08924_docking_min1.mol2,-5,515
DB08966_docking_min1.mol2,-5,516
DB08982_docking_min1.mol2,-5,517
DB09257_docking_min1.mol2,-5,518
DB13146_docking_min1.mol2,-5,519
DB00127_docking_min1.mol2,-4.9,520
DB00228_docking_min1.mol2,-4.9,521
DB00753_docking_min1.mol2,-4.9,521
DB01189_docking_min1.mol2,-4.7,521
DB01028_docking_min1.mol2,-4.3,521
DB00583_docking_min1.mol2,-4.9,522
DB00865_docking_min1.mol2,-4.9,523
DB01037_docking_min1.mol2,-4.9,524
DB01626_docking_min1.mol2,-4.5,524
DB08908_docking_min1.mol2,-4.9,525
DB12243_docking_min1.mol2,-4.9,526
DB00431_docking_min1.mol2,-4.8,527
DB00804_docking_min1.mol2,-4.8,528
DB11186_docking_min1.mol2,-4.6,528
DB00828_docking_min1.mol2,-4.8,529
DB01424_docking_min1.mol2,-4.8,530
DB11768_docking_min1.mol2,-4.8,531
DB00911_docking_min1.mol2,-4.7,532
DB04572_docking_min1.mol2,-4.7,533
DB06770_docking_min1.mol2,-4.7,534
DB08958_docking_min1.mol2,-4.7,535
DB11079_docking_min1.mol2,-4.7,536
DB13747_docking_min1.mol2,-4.6,536
DB00185_docking_min1.mol2,-4.6,537
DB01612_docking_min1.mol2,-4.6,538
DB11328_docking_min1.mol2,-4.6,539
DB01956_docking_min1.mol2,-4.4,539
DB00729_docking_min1.mol2,-3.9,539
DB09110_docking_min1.mol2,-3.8,539
DB09322_docking_min1.mol2,-3.7,539
DB09499_docking_min1.mol2,-3.7,539
DB00189_docking_min1.mol2,-4.5,540
DB00272_docking_min1.mol2,-4.5,541
DB01213_docking_min1.mol2,-4.1,541
DB05381_docking_min1.mol2,-4.5,542
DB06706_docking_min1.mol2,-4.5,543
DB06799_docking_min1.mol2,-4.5,544
DB06824_docking_min1.mol2,-4.5,545
DB01223_docking_min1.mol2,-3.1,545
DB09366_docking_min1.mol2,-4.5,546
DB13960_docking_min1.mol2,-4.5,547
DB00711_docking_min1.mol2,-4.4,548
DB03754_docking_min1.mol2,-4.4,549
DB00859_docking_min1.mol2,-4.3,549
DB01158_docking_min1.mol2,-4.3,550
DB01563_docking_min1.mol2,-4.3,551
DB00119_docking_min1.mol2,-4.2,552
DB00677_docking_min1.mol2,-4.2,553
DB00793_docking_min1.mol2,-4.2,554
DB01550_docking_min1.mol2,-4.2,555
DB11386_docking_min1.mol2,-4.2,556
DB01005_docking_min1.mol2,-4.1,557
DB13838_docking_min1.mol2,-4.1,558
DB11180_docking_min1.mol2,-4,559
DB00763_docking_min1.mol2,-3.9,560
DB03085_docking_min1.mol2,-3.9,561
DB08809_docking_min1.mol2,-3.9,562
DB09418_docking_min1.mol2,-3.9,563
DB11164_docking_min1.mol2,-3.9,564
DB00122_docking_min1.mol2,-3.8,565
DB01303_docking_min1.mol2,-3.7,565
DB09563_docking_min1.mol2,-3.7,565
DB14006_docking_min1.mol2,-3.7,565
DB00592_docking_min1.mol2,-3.8,566
DB09112_docking_min1.mol2,-3.8,567
DB12529_docking_min1.mol2,-3.5,567
DB11068_docking_min1.mol2,-3.8,568
DB11127_docking_min1.mol2,-3.5,568
DB01839_docking_min1.mol2,-3.7,569
DB11104_docking_min1.mol2,-3.7,570
DB00888_docking_min1.mol2,-3.6,571
DB09348_docking_min1.mol2,-3.6,572
DB09510_docking_min1.mol2,-3.5,573
DB03904_docking_min1.mol2,-3.4,573
DB09513_docking_min1.mol2,-3.4,573
DB00822_docking_min1.mol2,-3.4,574
DB06782_docking_min1.mol2,-3.3,575
DB06689_docking_min1.mol2,-3.2,576
DB09353_docking_min1.mol2,-3.1,577
DB13996_docking_min1.mol2,-3.1,578
DB09409_docking_min1.mol2,-3,578
DB11129_docking_min1.mol2,-3,579
DB11091_docking_min1.mol2,-2.8,579
DB09140_docking_min1.mol2,-2.5,579
DB13323_docking_min1.mol2,-3,580
DB00375_docking_min1.mol2,-2.9,581
DB00658_docking_min1.mol2,-2.9,581
DB00847_docking_min1.mol2,-2.8,582
DB01093_docking_min1.mol2,-2.6,583
DB13813_docking_min1.mol2,-2.5,584
DB09321_docking_min1.mol2,-2.4,585
DB01377_docking_min1.mol2,-2.3,586
DB13259_docking_min1.mol2,-2,587
DB11123_docking_min1.mol2,-1.9,588
DB00971_docking_min1.mol2,-1.8,589
DB09138_docking_min1.mol2,-1.8,590
DB09145_docking_min1.mol2,-1.8,590
DB09314_docking_min1.mol2,-1.8,590
DB11171_docking_min1.mol2,-1.8,590
DB11573_docking_min1.mol2,-1.8,590
DB13163_docking_min1.mol2,-1.8,590
DB13595_docking_min1.mol2,-1.8,590
DB14116_docking_min1.mol2,-1.8,590
DB11342_docking_min1.mol2,-1.4,590
DB13249_docking_min1.mol2,-1.4,590
DB00435_docking_min1.mol2,-1.7,591
DB03843_docking_min1.mol2,-1.7,592
DB11109_docking_min1.mol2,-1.7,593
DB05382_docking_min1.mol2,-1.5,594
DB00958_docking_min1.mol2,-1.3,595
DB09326_docking_min1.mol2,-1.3,595
DB06768_docking_min1.mol2,-1.3,596
DB09152_docking_min1.mol2,-1.3,597
DB00258_docking_min1.mol2,-1.2,598
DB00653_docking_min1.mol2,-1.2,598
DB01397_docking_min1.mol2,-1.2,598
DB06724_docking_min1.mol2,-1.2,598
DB09104_docking_min1.mol2,-1.2,598
DB09481_docking_min1.mol2,-1.2,598
DB11168_docking_min1.mol2,-1.2,598
DB11189_docking_min1.mol2,-1.2,598
DB11264_docking_min1.mol2,-1.2,598
DB13231_docking_min1.mol2,-1.2,598
DB13800_docking_min1.mol2,-1.2,598
DB00464_docking_min1.mol2,-1.2,599
DB00815_docking_min1.mol2,-1.2,599
DB01390_docking_min1.mol2,-1.2,599
DB04817_docking_min1.mol2,-1.2,599
DB09072_docking_min1.mol2,-1.2,599
DB09276_docking_min1.mol2,-1.2,599
DB09395_docking_min1.mol2,-1.2,599
DB09413_docking_min1.mol2,-1.2,599
DB09414_docking_min1.mol2,-1.2,599
DB09449_docking_min1.mol2,-1.2,599
DB09472_docking_min1.mol2,-1.2,599
DB09561_docking_min1.mol2,-1.2,599
DB11090_docking_min1.mol2,-1.2,599
DB11098_docking_min1.mol2,-1.2,599
DB11151_docking_min1.mol2,-1.2,599
DB11153_docking_min1.mol2,-1.2,599
DB11159_docking_min1.mol2,-1.2,599
DB13157_docking_min1.mol2,-1.2,599
DB13707_docking_min1.mol2,-1.2,599
DB14015_docking_min1.mol2,-1.2,599
DB06778_docking_min1.mol2,-1.2,600
DB09221_docking_min1.mol2,-1.2,600
DB11175_docking_min1.mol2,-1.2,600
DB11197_docking_min1.mol2,-1.2,601
DB11210_docking_min1.mol2,-1.2,601
DB13257_docking_min1.mol2,-1.2,601
DB00462_docking_min1.mol2,-1.1,602
DB00517_docking_min1.mol2,-1.1,602
DB00725_docking_min1.mol2,-1.1,602
DB11072_docking_min1.mol2,-1.1,603
DB00411_docking_min1.mol2,-1,604
DB06767_docking_min1.mol2,-1,604
DB09241_docking_min1.mol2,-1,604
DB09277_docking_min1.mol2,-1,604
DB13969_docking_min1.mol2,-1,604
